patent_id,title,abstract,text
2007-0101537,Cleaner head for a vacuum cleaner,"The invention provides a cleaner head (50;90;130; 180) for a vacuum cleaner comprising a housing (52;92;132;182), a suction opening (60;100;142;184) in a face (58;96;136;186) of the housing which is intended to face a floor surface, a suction passage (110;146) for conducting dirt-laden air from the suction opening (60;100;142;184) through the cleaner head to an outlet thereof, a bleed air inlet (200) arranged in the housing and closed by a bleed valve (76;124;166;198) which is openable to allow air to be bled into the suction passage via the bleed air inlet. The cleaner head further comprises a force-transmitting member (68 122;152;194;232) connected to, or adapted to be connected to, a handle (18;48) by means of which the cleaner head is, in use, maneuvered across the floor surface, and the force-transmitting member (68;122;152;194;232) is connected to the housing by a connection allowing relative movement between the force-transmitting member and the housing.","Cleaner head for a vacuum cleaner The invention provides a cleaner head (50;90;130; 180) for a vacuum cleaner comprising a housing (52;92;132;182), a suction opening (60;100;142;184) in a face (58;96;136;186) of the housing which is intended to face a floor surface, a suction passage (110;146) for conducting dirt-laden air from the suction opening (60;100;142;184) through the cleaner head to an outlet thereof, a bleed air inlet (200) arranged in the housing and closed by a bleed valve (76;124;166;198) which is openable to allow air to be bled into the suction passage via the bleed air inlet. The cleaner head further comprises a force-transmitting member (68 122;152;194;232) connected to, or adapted to be connected to, a handle (18;48) by means of which the cleaner head is, in use, maneuvered across the floor surface, and the force-transmitting member (68;122;152;194;232) is connected to the housing by a connection allowing relative movement between the force-transmitting member and the housing."
2007-0079579,Cyclonic separating apparatus,"A separating apparatus includes a separating chamber in which cyclonic separation is able to take place, an inlet to the separating chamber and a shroud that includes a wall having a multiplicity of through-holes forming an outlet from the separating chamber and also includes a lip extending from the wall into the separating chamber, the lip having has a plurality of apertures therethrough. The provision of apertures in the depending lip allows the airflow to be drawn through the apertures while it is still in the separating chamber. This has the effect of capturing some of the dirt and dust which remains entrained within the airflow so that it collects on the upstream side of the lip. Thus the shroud through-holes are presented with less entrained dirt and dust and the risk of the through-holes becoming blocked is reduced.","Cyclonic separating apparatus A separating apparatus includes a separating chamber in which cyclonic separation is able to take place, an inlet to the separating chamber and a shroud that includes a wall having a multiplicity of through-holes forming an outlet from the separating chamber and also includes a lip extending from the wall into the separating chamber, the lip having has a plurality of apertures therethrough. The provision of apertures in the depending lip allows the airflow to be drawn through the apertures while it is still in the separating chamber. This has the effect of capturing some of the dirt and dust which remains entrained within the airflow so that it collects on the upstream side of the lip. Thus the shroud through-holes are presented with less entrained dirt and dust and the risk of the through-holes becoming blocked is reduced."
2003-0167803,Appliance having a driving mechanism,"An appliance having a driving mechanism is provided, the appliance (10) comprising two rotatable portions (32, 34) which are rotatable by the driving mechanism (50) about an axis (40). The driving mechanism (50) comprises a gearbox (60) having an input gear (116), two output gears (240, 304) and a locking mechanism (250, 252, 318) movable between a first position and a second position. The arrangement is such that, when the locking mechanism (250, 252, 318) is in the first position and the input gear (116) is driven, both output gears (240, 304) rotate in the same direction and, when the locking mechanism (250, 252, 318) is in the second position and the input gear (116) is driven, the output gears (240, 304) rotate in opposite directions. The arrangement of the axis (40) is horizontal or substantially horizontal. The invention is particularly suitable for use in a front-loading washing machine (10) having a drum (30) comprising two rotatable portions (32, 34). The driving mechanism (50) can be used to selectively cause rotation of the rotatable portions (32, 34) either in the same direction or in opposite directions.","Appliance having a driving mechanism An appliance having a driving mechanism is provided, the appliance (10) comprising two rotatable portions (32, 34) which are rotatable by the driving mechanism (50) about an axis (40). The driving mechanism (50) comprises a gearbox (60) having an input gear (116), two output gears (240, 304) and a locking mechanism (250, 252, 318) movable between a first position and a second position. The arrangement is such that, when the locking mechanism (250, 252, 318) is in the first position and the input gear (116) is driven, both output gears (240, 304) rotate in the same direction and, when the locking mechanism (250, 252, 318) is in the second position and the input gear (116) is driven, the output gears (240, 304) rotate in opposite directions. The arrangement of the axis (40) is horizontal or substantially horizontal. The invention is particularly suitable for use in a front-loading washing machine (10) having a drum (30) comprising two rotatable portions (32, 34). The driving mechanism (50) can be used to selectively cause rotation of the rotatable portions (32, 34) either in the same direction or in opposite directions."
2003-0029205,Laundry appliance,"A laundry appliance comprises a drum for receiving a load of articles. The drum comprises at least two rotatable drum portions and a drive which is capable of rotating the drum so as to cause relative rotation between the drum portions. A controller monitors and controls operation of the appliance. The controller is arranged to determine when there is an overload condition on the drive during a period when the drum portions are being rotated relatively to one another and, in the event of an overload condition, causes the drive to operate in a manner that alleviates the overload condition. The drive can abort the current drum action and begin the next drum action in the sequence and, after a predetermined number of overload conditions, can suspend counter-rotating drum operation. The user may be provided with an indication when an overload condition occurs.","Laundry appliance A laundry appliance comprises a drum for receiving a load of articles. The drum comprises at least two rotatable drum portions and a drive which is capable of rotating the drum so as to cause relative rotation between the drum portions. A controller monitors and controls operation of the appliance. The controller is arranged to determine when there is an overload condition on the drive during a period when the drum portions are being rotated relatively to one another and, in the event of an overload condition, causes the drive to operate in a manner that alleviates the overload condition. The drive can abort the current drum action and begin the next drum action in the sequence and, after a predetermined number of overload conditions, can suspend counter-rotating drum operation. The user may be provided with an indication when an overload condition occurs."
2007-0050921,Appliance having a driving mechanism,"An appliance having a driving mechanism is provided including two rotatable portions which are rotatable by the driving mechanism about an axis. The driving mechanism includes a gearbox having an input gear, two output gears and a locking mechanism movable between a first position and a second position. The arrangement is such that, when the locking mechanism is in the first position and the input gear is driven, both output gears rotate in the same direction and, when the locking mechanism is in the second position and the input gear is driven, the output gears rotate in opposite directions. The arrangement of the axis is horizontal or substantially horizontal. The invention is particularly suitable for use in a front-loading washing machine having a drum including two rotatable portions. The driving mechanism can be used to selectively cause rotation of the rotatable portions either in the same direction or in opposite directions.","Appliance having a driving mechanism An appliance having a driving mechanism is provided including two rotatable portions which are rotatable by the driving mechanism about an axis. The driving mechanism includes a gearbox having an input gear, two output gears and a locking mechanism movable between a first position and a second position. The arrangement is such that, when the locking mechanism is in the first position and the input gear is driven, both output gears rotate in the same direction and, when the locking mechanism is in the second position and the input gear is driven, the output gears rotate in opposite directions. The arrangement of the axis is horizontal or substantially horizontal. The invention is particularly suitable for use in a front-loading washing machine having a drum including two rotatable portions. The driving mechanism can be used to selectively cause rotation of the rotatable portions either in the same direction or in opposite directions."
2004-0111824,Vacuum cleaner,A cyclonic vacuum cleaner includes a separating unit for separating dirt and dust from a dirt-laden airflow which is drawn in by the cleaner. The separating unit has a chamber with a collection area for collecting dirt and dust which is separated from the airflow. A base of the separating unit is movable between a closed position in which the closure member seals the chamber and an open position by operation of a releasing means. The releasing means is inhibited from releasing the base when the unit is stowed on the chassis of the cleaner.,Vacuum cleaner A cyclonic vacuum cleaner includes a separating unit for separating dirt and dust from a dirt-laden airflow which is drawn in by the cleaner. The separating unit has a chamber with a collection area for collecting dirt and dust which is separated from the airflow. A base of the separating unit is movable between a closed position in which the closure member seals the chamber and an open position by operation of a releasing means. The releasing means is inhibited from releasing the base when the unit is stowed on the chassis of the cleaner.
2003-0177602,Floor cleaning apparatus including dispenser for dispensing particulate cleaning material with adjustable width aperture,"Floor cleaning apparatus (10) comprises a dispenser (50) for dispensing particulate cleaning material onto a floor surface. Particulate material is held in a hopper (52). Movable part (70, 71) is movable with respect to the hopper (52) to define a dispensing aperture (75) and for imparting movement to particulate material in the hopper towards the dispensing aperture (75). Adjustment means (80) are provided for adjusting the operational width of the dispensing aperture (75) so as to provide a range of dispensing settings. Adjustment means (80) is pivotally mounted to the movable part (70, 71) about a rotational axis (82) and has an outer surface which acts as a camming surface. The radius of the outer surface varies in value in different angular directions about the rotational axis (82). Adjustment means (82) provides a discrete set of different spacings between the cam (40) and movable part (71).","Floor cleaning apparatus including dispenser for dispensing particulate cleaning material with adjustable width aperture Floor cleaning apparatus (10) comprises a dispenser (50) for dispensing particulate cleaning material onto a floor surface. Particulate material is held in a hopper (52). Movable part (70, 71) is movable with respect to the hopper (52) to define a dispensing aperture (75) and for imparting movement to particulate material in the hopper towards the dispensing aperture (75). Adjustment means (80) are provided for adjusting the operational width of the dispensing aperture (75) so as to provide a range of dispensing settings. Adjustment means (80) is pivotally mounted to the movable part (70, 71) about a rotational axis (82) and has an outer surface which acts as a camming surface. The radius of the outer surface varies in value in different angular directions about the rotational axis (82). Adjustment means (82) provides a discrete set of different spacings between the cam (40) and movable part (71)."
2003-0089139,Method of operating a domestic appliance,"A method of rinsing a wash load in a washing machine having a perforated drum which is rotatable about an axis and capable of receiving the wash load and having a water inlet which is capable of introducing water to the interior of the rotatable drum includes the steps of rotating the drum about the axis at a first rotational speed sufficient to retain the wash load stationary with respect to the rotating drum; introducing rinse water into the interior of the rotating drum via the inlet so that the rinse water is sprayed from the inlet onto the wash load, the volume of rinse water so introduced being less than the volume required to saturate the wash load; and increasing the speed of rotation of the drum to a second rotational speed sufficient to spin a significant proportion of the rinse water out of the wash load.","Method of operating a domestic appliance A method of rinsing a wash load in a washing machine having a perforated drum which is rotatable about an axis and capable of receiving the wash load and having a water inlet which is capable of introducing water to the interior of the rotatable drum includes the steps of rotating the drum about the axis at a first rotational speed sufficient to retain the wash load stationary with respect to the rotating drum; introducing rinse water into the interior of the rotating drum via the inlet so that the rinse water is sprayed from the inlet onto the wash load, the volume of rinse water so introduced being less than the volume required to saturate the wash load; and increasing the speed of rotation of the drum to a second rotational speed sufficient to spin a significant proportion of the rinse water out of the wash load."
2006-0229765,Autonomous machine,"An electric machine, such as an autonomous vacuum cleaner, is powered through a cable and includes a means or device for detecting the orientation of the cable with respect to the main body of the machine that may be in the form of a pivotable member such as pendulum, connected to a potentiometer. The potentiometer provides an output signal proportional to the position of the free end of the pendulum. Thus, the machine can detect the position of the cable and thus can avoid it or else follow it. Microswitches may also be provided to detect extreme positions of the cable.","Autonomous machine An electric machine, such as an autonomous vacuum cleaner, is powered through a cable and includes a means or device for detecting the orientation of the cable with respect to the main body of the machine that may be in the form of a pivotable member such as pendulum, connected to a potentiometer. The potentiometer provides an output signal proportional to the position of the free end of the pendulum. Thus, the machine can detect the position of the cable and thus can avoid it or else follow it. Microswitches may also be provided to detect extreme positions of the cable."
2006-0213023,Cleaning appliance,"A cleaning appliance vacuum cleaner includes a main body having a rear portion and a roller structure such as side wheels arranged to allow the main body to travel across a floor surface. In normal use, the rear portion is spaced from the floor surface. The rear portion carries a wheel arranged so that, if the main body is tilted so that the rear portion is brought towards the floor, the wheel contacts the floor surface. Thus, the cleaner may be used in a tipped-back position without causing damage to the floor surface as the cleaner is dragged along by the user by a hose attached to the main body. The size and position of the wheel is determined so that, when the cleaner is tipped back, the center of gravity of the main body acts to return the main body to an upright position.","Cleaning appliance A cleaning appliance vacuum cleaner includes a main body having a rear portion and a roller structure such as side wheels arranged to allow the main body to travel across a floor surface. In normal use, the rear portion is spaced from the floor surface. The rear portion carries a wheel arranged so that, if the main body is tilted so that the rear portion is brought towards the floor, the wheel contacts the floor surface. Thus, the cleaner may be used in a tipped-back position without causing damage to the floor surface as the cleaner is dragged along by the user by a hose attached to the main body. The size and position of the wheel is determined so that, when the cleaner is tipped back, the center of gravity of the main body acts to return the main body to an upright position."
2004-0025284,Floor cleaning apparatus including self-closing dispenser for dispensing particulate cleaning material,A dispenser for dispensing particulate cleaning material onto a floor surface includes a hopper holding the particulate material and having a dispensing aperture defined by a part that is movable with respect to the hopper itself. This moving part also imparts movement toward the dispensing aperture of particulate cleaning material in the hopper. The dispenser may be attached to a floor cleaning apparatus and includes a biasing device that that biases the movable part into a position which closes the dispensing aperture when the dispenser is removed from the floor cleaning apparatus.,Floor cleaning apparatus including self-closing dispenser for dispensing particulate cleaning material A dispenser for dispensing particulate cleaning material onto a floor surface includes a hopper holding the particulate material and having a dispensing aperture defined by a part that is movable with respect to the hopper itself. This moving part also imparts movement toward the dispensing aperture of particulate cleaning material in the hopper. The dispenser may be attached to a floor cleaning apparatus and includes a biasing device that that biases the movable part into a position which closes the dispensing aperture when the dispenser is removed from the floor cleaning apparatus.
2006-0179802,Cyclonic separating apparatus,"A cyclonic separating apparatus for separating solid material from a fluid includes a separating chamber, an inlet communicating with the separating chamber for carrying the fluid with the solid matter entrained therein to the separating chamber, and an outlet for carrying the fluid away from the separating chamber after the solid material has been separated therefrom. The outlet is formed by a conduit communicating with the interior of the separating chamber and having a longitudinal axis. A plurality of groves are formed in an interior surface of the conduit outlet and extend in the same direction as the longitudinal axis. The presence of the grooves in the outlet has the effect of reducing noise generated by the apparatus when in use and also improves pressure recovery.","Cyclonic separating apparatus A cyclonic separating apparatus for separating solid material from a fluid includes a separating chamber, an inlet communicating with the separating chamber for carrying the fluid with the solid matter entrained therein to the separating chamber, and an outlet for carrying the fluid away from the separating chamber after the solid material has been separated therefrom. The outlet is formed by a conduit communicating with the interior of the separating chamber and having a longitudinal axis. A plurality of groves are formed in an interior surface of the conduit outlet and extend in the same direction as the longitudinal axis. The presence of the grooves in the outlet has the effect of reducing noise generated by the apparatus when in use and also improves pressure recovery."
10/211671,Dynamically adjustable head disk spacing slider using thermal expansion,"A disk drive includes a slider assembly and a controller that directs current to the slider assembly to dynamically adjust the head-to-disk spacing. In one embodiment, the slider assembly includes a write element having a first end, a second end and an intermediate section, a conductor that is connected to the intermediate section. In this embodiment, the controller directs electrical current through the conductor to heat the write element without writing data to a storage disk. The electrical current can be directed through the conductor at any time prior to data transfer or during data transfer. Heating the write element causes a deformation of the slider assembly to decrease the head-to-disk spacing. In another embodiment, the slider assembly includes a separate slider deformer. Electrical current is selectively directed to the slider deformer to cause a deformation of the slider assembly to obtain a desired head-to-disk spacing. The slider deformer can include electrically conductive material or can be a piezoelectric element. Further, the slider deformer can be serpentine-shaped or substantially planar in shape.","Dynamically adjustable head disk spacing slider using thermal expansion A disk drive includes a slider assembly and a controller that directs current to the slider assembly to dynamically adjust the head-to-disk spacing. In one embodiment, the slider assembly includes a write element having a first end, a second end and an intermediate section, a conductor that is connected to the intermediate section. In this embodiment, the controller directs electrical current through the conductor to heat the write element without writing data to a storage disk. The electrical current can be directed through the conductor at any time prior to data transfer or during data transfer. Heating the write element causes a deformation of the slider assembly to decrease the head-to-disk spacing. In another embodiment, the slider assembly includes a separate slider deformer. Electrical current is selectively directed to the slider deformer to cause a deformation of the slider assembly to obtain a desired head-to-disk spacing. The slider deformer can include electrically conductive material or can be a piezoelectric element. Further, the slider deformer can be serpentine-shaped or substantially planar in shape."
2006-0162119,Vacuum cleaning head,"A restricting device is positioned in the flow duct leading from the main inlet to the cleaning head of a vacuum cleaner and is movable between a restrictive position, in which it serves to restrict the cross-section of the discharge outlet, and an open position, in which it restricts the cross-section of the discharge outlet to a lesser extent. The restricting device is movable by the passage of debris along the flow duct.","Vacuum cleaning head A restricting device is positioned in the flow duct leading from the main inlet to the cleaning head of a vacuum cleaner and is movable between a restrictive position, in which it serves to restrict the cross-section of the discharge outlet, and an open position, in which it restricts the cross-section of the discharge outlet to a lesser extent. The restricting device is movable by the passage of debris along the flow duct."
2006-0161318,Autonomous machine,"A control system is provided for navigating an autonomous machine around a working area in a manner that causes the machine to traverse substantially all of the free surface of the working area. The control system is arranged to cause the machine to follow a boundary of the working area and to perform a plurality of movements, each movement comprising the machine travelling away from the boundary of the working area, at an angle to the boundary, and returning again to the boundary. The machine moves along the boundary of the working area between each movement and repeats the movements as the machine follows substantially the entire boundary of the working area.","Autonomous machine A control system is provided for navigating an autonomous machine around a working area in a manner that causes the machine to traverse substantially all of the free surface of the working area. The control system is arranged to cause the machine to follow a boundary of the working area and to perform a plurality of movements, each movement comprising the machine travelling away from the boundary of the working area, at an angle to the boundary, and returning again to the boundary. The machine moves along the boundary of the working area between each movement and repeats the movements as the machine follows substantially the entire boundary of the working area."
2006-0150361,Autonomous machine,"An autonomous machine that needs to establish when it has completed a circuit of a working area includes a main body and a marker such as an annular magnetic puck. The machine includes a control system configured to cause the main body to traverse a working area according to a predetermined sequence. A detector is provided to detect the marker, and either the detector or the marker may be located on the main body. The control system is configured to recognize a predetermined location in the area, or to effect a predetermined part of the sequence, on detecting the marker. Preferably, the marker is slidably located on a power cable for the machine.","Autonomous machine An autonomous machine that needs to establish when it has completed a circuit of a working area includes a main body and a marker such as an annular magnetic puck. The machine includes a control system configured to cause the main body to traverse a working area according to a predetermined sequence. A detector is provided to detect the marker, and either the detector or the marker may be located on the main body. The control system is configured to recognize a predetermined location in the area, or to effect a predetermined part of the sequence, on detecting the marker. Preferably, the marker is slidably located on a power cable for the machine."
2003-0163889,Floor tool,A floor tool for use in vacuum cleaning floor surfaces includes a sole plate that has a suction channel formed in it. The suction channel is bounded on at least one side by a working edge for engaging with the floor surface. Lint pickers are positioned alongside the suction channel and are separated from the suction channel by the working edge. The lint pickers are mounted on a surface of the floor tool which is inclined with respect to the plane in which the working edges lie. The sole plate is pivotally mounted with respect to a suction outlet so that movement of the floor tool in a forward and backwards direction alternately brings one of the working edges into closer contact with the floor surface.,Floor tool A floor tool for use in vacuum cleaning floor surfaces includes a sole plate that has a suction channel formed in it. The suction channel is bounded on at least one side by a working edge for engaging with the floor surface. Lint pickers are positioned alongside the suction channel and are separated from the suction channel by the working edge. The lint pickers are mounted on a surface of the floor tool which is inclined with respect to the plane in which the working edges lie. The sole plate is pivotally mounted with respect to a suction outlet so that movement of the floor tool in a forward and backwards direction alternately brings one of the working edges into closer contact with the floor surface.
2006-0132081,Power conversion apparatus,"A power conversion apparatus for converting power from an alternating source to dc includes an input stage for receiving power from the alternating source, which includes an input filter, a rectifier for rectifying the alternating signal, a capacitor for storing energy from the rectified signal, and an output for outputting power from the rectifying means and the capacitor to the pulsed load. The pulsed load has at least one switched winding which receives power from the output, and wherein the capacitor is configured such that the voltage across the capacitor falls below 15% of the nominal peak rectified voltage of the source during each cycle of the alternating source. A converter of this kind provides benefits in that the current drawn from the ac supply falls within limits imposed by regulations and is simpler and cheaper than known converters of a similar power rating.","Power conversion apparatus A power conversion apparatus for converting power from an alternating source to dc includes an input stage for receiving power from the alternating source, which includes an input filter, a rectifier for rectifying the alternating signal, a capacitor for storing energy from the rectified signal, and an output for outputting power from the rectifying means and the capacitor to the pulsed load. The pulsed load has at least one switched winding which receives power from the output, and wherein the capacitor is configured such that the voltage across the capacitor falls below 15% of the nominal peak rectified voltage of the source during each cycle of the alternating source. A converter of this kind provides benefits in that the current drawn from the ac supply falls within limits imposed by regulations and is simpler and cheaper than known converters of a similar power rating."
2003-0101535,Hose and wand assembly,"A vacuum cleaner (100) comprises a main body (3), separating apparatus, a flexible hose (20) having one end for coupling to an input of the separating apparatus and the other end terminating in a connecting part (40), a rigid pipe (9, 10) being selectively connectable to the main body (3) (see FIG. 2A) so as to provide a handle for the cleaner when connected to the main body (3), or a wand when released from the main body (3). The pipe (9) has an opening at each of first and second ends (16, 17) and a gripping portion (11) at the first end (17) for allowing a user to grasp the pipe (9). The hose connecting part (40) is connectable to the opening at either end (16, 17) of the pipe (9). Thus, the pipe (9) can be more conveniently used during a cylinder mode of cleaning.","Hose and wand assembly A vacuum cleaner (100) comprises a main body (3), separating apparatus, a flexible hose (20) having one end for coupling to an input of the separating apparatus and the other end terminating in a connecting part (40), a rigid pipe (9, 10) being selectively connectable to the main body (3) (see FIG. 2A) so as to provide a handle for the cleaner when connected to the main body (3), or a wand when released from the main body (3). The pipe (9) has an opening at each of first and second ends (16, 17) and a gripping portion (11) at the first end (17) for allowing a user to grasp the pipe (9). The hose connecting part (40) is connectable to the opening at either end (16, 17) of the pipe (9). Thus, the pipe (9) can be more conveniently used during a cylinder mode of cleaning."
2006-0085943,Cleaning appliance including a tellscopic wand assembly retaining means,"A cleaning appliance of the cylinder type includes a main body and a hose and wand assembly including a telescopic wand movable between retracted and extended positions and a flexible hose having a first end connected to the main body and a second end connected to the wand. The wand and the main body include a retainer for releasable attaching the wand to the main body when the wand is in the retracted state and the hose passes around the main body. Alternatively, the wand and the main body include a retainer for releasably attaching the wand to an upper surface of the main body when the wand is in the retracted state. This construction provides a compact storage solution.","Cleaning appliance including a tellscopic wand assembly retaining means A cleaning appliance of the cylinder type includes a main body and a hose and wand assembly including a telescopic wand movable between retracted and extended positions and a flexible hose having a first end connected to the main body and a second end connected to the wand. The wand and the main body include a retainer for releasable attaching the wand to the main body when the wand is in the retracted state and the hose passes around the main body. Alternatively, the wand and the main body include a retainer for releasably attaching the wand to an upper surface of the main body when the wand is in the retracted state. This construction provides a compact storage solution."
2003-0196459,Laundry appliance,"A laundry appliance such as a washing machine includes an outer housing and a drum rotatably mounted therein. The drum has an inner wall and an outer wall separate from the inner wall, the inner and outer walls being perforated to allow washing liquid to flow into and out of the drum via the perforations. The area of the perforations per unit area of the outer wall is greater than the area of the perforations per unit area of the inner wall.","Laundry appliance A laundry appliance such as a washing machine includes an outer housing and a drum rotatably mounted therein. The drum has an inner wall and an outer wall separate from the inner wall, the inner and outer walls being perforated to allow washing liquid to flow into and out of the drum via the perforations. The area of the perforations per unit area of the outer wall is greater than the area of the perforations per unit area of the inner wall."
2004-0112022,Collecting chamber for a vacuum cleaner,"A bagless vacuum cleaner includes a separating unit for separating dirt and dust from a dirt-laden airflow which is drawn in by the cleaner. The separating unit has a chamber with a collection area for collecting dirt and dust which is separated from the airflow. A base of the separating unit is movable between a closed position and an open position. The base is released by a trigger and a linking mechanism. A seal fits against the base and, in use, wipes a portion of the surface against which it seals as the base moves towards the closed position.","Collecting chamber for a vacuum cleaner A bagless vacuum cleaner includes a separating unit for separating dirt and dust from a dirt-laden airflow which is drawn in by the cleaner. The separating unit has a chamber with a collection area for collecting dirt and dust which is separated from the airflow. A base of the separating unit is movable between a closed position and an open position. The base is released by a trigger and a linking mechanism. A seal fits against the base and, in use, wipes a portion of the surface against which it seals as the base moves towards the closed position."
2002-0189046,Hose and wand assembly,"A hose and wand assembly for a domestic appliance includes a flexible hose portion, a rigid wand portion and a handgrip portion. The hose terminates in a curved end portion which couples to the wand in such a manner that the hose is able to swivel about the longitudinal axis of the wand. The end portion has an outlet which communicates with the interior of the wand. A support is located on the outer wall of the end portion upstream of the outlet. The support is capable of pivotal movement about the longitudinal axis of the rigid wand portion. The hose is also rotatable with respect to the wand about the longitudinal axis of the hose.","Hose and wand assembly A hose and wand assembly for a domestic appliance includes a flexible hose portion, a rigid wand portion and a handgrip portion. The hose terminates in a curved end portion which couples to the wand in such a manner that the hose is able to swivel about the longitudinal axis of the wand. The end portion has an outlet which communicates with the interior of the wand. A support is located on the outer wall of the end portion upstream of the outlet. The support is capable of pivotal movement about the longitudinal axis of the rigid wand portion. The hose is also rotatable with respect to the wand about the longitudinal axis of the hose."
2003-0177601,Floor cleaning apparatus including dispenser for dispensing particulate cleaning material,"A dispenser for dispensing particulate cleaning material onto a floor surface includes a hopper holding the particulate material and a dispensing aperture extending across the hopper through which the material may be dispensed. A separator, which may for example be a wire, is located adjacent the dispensing aperture for separating the particulate cleaning material at the aperture. The wire helps to break up clumps of particulate cleaning material which may form. In use, a plate is vibrated to impart motion to the particulate material in the hopper. The wire can be carried by the plate or by the hopper and is preferably held under tension.","Floor cleaning apparatus including dispenser for dispensing particulate cleaning material A dispenser for dispensing particulate cleaning material onto a floor surface includes a hopper holding the particulate material and a dispensing aperture extending across the hopper through which the material may be dispensed. A separator, which may for example be a wire, is located adjacent the dispensing aperture for separating the particulate cleaning material at the aperture. The wire helps to break up clumps of particulate cleaning material which may form. In use, a plate is vibrated to impart motion to the particulate material in the hopper. The wire can be carried by the plate or by the hopper and is preferably held under tension."
2004-0144070,Cyclonic separating apparatus including upstream and downstream cyclone units,"The invention provides cyclonic separating apparatus comprising an upstream cyclone unit and a downstream cyclone unit, the upstream cyclone unit including at least one cyclone having a first end and a second end, and the downstream cyclone unit including at least one cyclone having a first end and a second end. The upstream and downstream cyclone units of the cyclonic separation apparatus are arranged relative to one another so that the orientation of at least one cyclone of the downstream cyclone unit is substantially inverted with respect to the orientation of at least one cyclone of the upstream cyclone unit. The arrangement provides an apparatus in which good separation efficiency is achieved as well as low pressure drop across the apparatus as a whole.","Cyclonic separating apparatus including upstream and downstream cyclone units The invention provides cyclonic separating apparatus comprising an upstream cyclone unit and a downstream cyclone unit, the upstream cyclone unit including at least one cyclone having a first end and a second end, and the downstream cyclone unit including at least one cyclone having a first end and a second end. The upstream and downstream cyclone units of the cyclonic separation apparatus are arranged relative to one another so that the orientation of at least one cyclone of the downstream cyclone unit is substantially inverted with respect to the orientation of at least one cyclone of the upstream cyclone unit. The arrangement provides an apparatus in which good separation efficiency is achieved as well as low pressure drop across the apparatus as a whole."
2004-0074213,Collecting chamber for a vacuum cleaner,"A bagless vacuum cleaner includes a separating unit for separating dirt and dust from a dirt-laden airflow which is drawn in by the cleaner. The separating unit has a chamber with a collection area for collecting dirt and dust which is separated from the airflow. A base of the separating unit is movable between a closed position and an open position. The base may be released by a trigger and a linking mechanism. The releasing mechanism is operable to apply an opening force to the base to push the base open, thereby allowing a tightly fining seal to be fitted to the base.","Collecting chamber for a vacuum cleaner A bagless vacuum cleaner includes a separating unit for separating dirt and dust from a dirt-laden airflow which is drawn in by the cleaner. The separating unit has a chamber with a collection area for collecting dirt and dust which is separated from the airflow. A base of the separating unit is movable between a closed position and an open position. The base may be released by a trigger and a linking mechanism. The releasing mechanism is operable to apply an opening force to the base to push the base open, thereby allowing a tightly fining seal to be fitted to the base."
2004-0112018,Cyclonic separating apparatus,"The invention provides a cyclonic separating apparatus that includes a plurality of cyclones, each having an inlet and being arranged in parallel with one another, and a passageway arranged upstream of the cyclones for carrying an airflow to the inlets of the cyclones, wherein dividers are provided in the passageway for dividing the airflow within the passageway into a number of separate flowpaths, the number of flowpaths being equal to the number of cyclones, and wherein the cross-sectional area of each flowpath (142a), decreases along the direction of air flow. The invention also provides a method of operating a cyclonic separating apparatus (100) comprising a plurality of cyclones (104), each having an inlet and being arranged in parallel with one another, and a passageway (142) arranged upstream of the cyclones (104), the method comprising the steps of:(a) introducing a flow of dirt-laden air to the passageway (142); (b) dividing the flow of dirt-laden air into a plurality of airflow portions, the number of airflow portions being equal to the number of cyclones (104); and (c) reducing the cross-sectional area of each of the airflow portions in the direction of flow of the dirt-laden air.","Cyclonic separating apparatus The invention provides a cyclonic separating apparatus that includes a plurality of cyclones, each having an inlet and being arranged in parallel with one another, and a passageway arranged upstream of the cyclones for carrying an airflow to the inlets of the cyclones, wherein dividers are provided in the passageway for dividing the airflow within the passageway into a number of separate flowpaths, the number of flowpaths being equal to the number of cyclones, and wherein the cross-sectional area of each flowpath (142a), decreases along the direction of air flow. The invention also provides a method of operating a cyclonic separating apparatus (100) comprising a plurality of cyclones (104), each having an inlet and being arranged in parallel with one another, and a passageway (142) arranged upstream of the cyclones (104), the method comprising the steps of:(a) introducing a flow of dirt-laden air to the passageway (142); (b) dividing the flow of dirt-laden air into a plurality of airflow portions, the number of airflow portions being equal to the number of cyclones (104); and (c) reducing the cross-sectional area of each of the airflow portions in the direction of flow of the dirt-laden air."
