patent_id,title,top_keywords,top_keyword_scores,title_top_keywords
2012-0216361,CLEANER HEAD FOR A SURFACE TREATING APPLIANCE,conduit; conduit front; rear; elbow; front; section; front section; cleaner head surface; connector; head surface treating,0.2592; 0.2487; 0.2418; 0.2340; 0.2219; 0.1972; 0.1941; 0.1888; 0.1886; 0.1739,treating appliance; treating; surface treating; cleaner head; surface; head; cleaner; appliance
2012-0198644,CLEANER HEAD,agitator assembly; sole; sole plate; support members; plane; plate; members; agitator; located plane; agitator chamber,0.2686; 0.2327; 0.2327; 0.2285; 0.2047; 0.2001; 0.1860; 0.1859; 0.1793; 0.1651,cleaner head; head; cleaner
2012-0201682,ROTOR FOR A TURBOMACHINE,rotor; shaft; bore; secured shaft; turbomachine rotor; interference fit; interference; forms interference; forms interference fit; shaft impeller,0.3200; 0.2996; 0.2850; 0.2503; 0.2503; 0.2376; 0.2376; 0.2376; 0.2376; 0.2326,turbomachine; rotor
2012-0187596,SUPPORT ASSEMBLY,scale; roller; glass; copolymer; polypropylene; impact; polymer; include; support assembly; specifically,0.3550; 0.2940; 0.2864; 0.2864; 0.2864; 0.2771; 0.2285; 0.2223; 0.2083; 0.1636,support assembly; support; assembly
2012-0167337,SEPARATING APPARATUS,cleaning stage; cyclonic cleaning; cyclonic cleaning stage; stage; arranged downstream cyclonic; arranged downstream; downstream cyclonic cleaning; cyclonic; downstream cyclonic; separating,0.2348; 0.2348; 0.2348; 0.1889; 0.1758; 0.1654; 0.1581; 0.1499; 0.1346; 0.1301,separating
2012-0163972,FAN,air inlet section; inner wall; inlet section; inner; room; wall; air flow air; inner wall outer; air flow; wall outer,0.1635; 0.1576; 0.1470; 0.1358; 0.1337; 0.1308; 0.1281; 0.1277; 0.1252; 0.1218,fan
2012-0163977,FAN,air outlet section; outlet section; bore; wall air; inner wall; extending inner; extending inner wall; wall; section; inner,0.2412; 0.2160; 0.1844; 0.1808; 0.1705; 0.1644; 0.1644; 0.1504; 0.1486; 0.1469,fan
2012-0144619,CLEANER HEAD,bristles; agitator; rotatable agitator; debris; plane; opening; cleaner head; rotatable; plurality resilient; bristles mounted,0.2378; 0.2183; 0.1948; 0.1488; 0.1479; 0.1460; 0.1385; 0.1274; 0.1253; 0.1253,cleaner head; head; cleaner
2012-0144620,CLEANER HEAD,surface engaging members; engaging members; surface engaging; agitator; agitator agitator; agitator chamber; members; opening; engaging; cleaner head,0.2349; 0.2349; 0.2072; 0.1951; 0.1672; 0.1642; 0.1627; 0.1526; 0.1452; 0.1407,cleaner head; head; cleaner
2012-0144621,CLEANER HEAD,surface engaging members; engaging members; surface engaging; agitator; agitator agitator; agitator chamber; members; flexible; engaging; opening,0.2423; 0.2423; 0.2137; 0.1907; 0.1724; 0.1694; 0.1678; 0.1593; 0.1498; 0.1346,cleaner head; head; cleaner
2012-0112861,METHOD OF MANUFACTURING A MAGNET ASSEMBLY,magnet; manufacturing magnet; magnet sleeve; sleeve; manufacturing; expand; direction; radial direction; axial direction; surrounding,0.4456; 0.3951; 0.3951; 0.3118; 0.2772; 0.2334; 0.2028; 0.2022; 0.1990; 0.1933,manufacturing; magnet; assembly
2012-0114513,FAN,created; mouth; air flow; fan; air flow nozzle; flow nozzle; air current; creating air; flow; current described,0.1464; 0.1384; 0.1229; 0.1203; 0.1154; 0.1147; 0.1123; 0.1095; 0.1027; 0.1014,fan
2012-0093629,FAN ASSEMBLY,primary air flow; primary air; primary; combined; air flow; air flow nozzle; flow nozzle; nozzle; flow; fan assembly,0.3047; 0.2892; 0.2141; 0.2009; 0.1805; 0.1501; 0.1493; 0.1442; 0.1411; 0.1404,fan assembly; fan; assembly
2012-0093630,FAN ASSEMBLY,primary air flow; primary air; primary; secondary air; secondary; air flow; nozzle; fan assembly; user nozzle; drawn primary,0.2764; 0.2624; 0.2209; 0.2033; 0.1782; 0.1650; 0.1488; 0.1448; 0.1361; 0.1361,fan assembly; fan; assembly
2012-0079671,VACUUM CLEANER,wand; steering; cleaner head; cleaner; connected cleaner; connected cleaner head; head provided; cleaner head connected; stick-vac; rigid wand,0.2681; 0.2422; 0.1909; 0.1865; 0.1727; 0.1727; 0.1727; 0.1727; 0.1727; 0.1727,vacuum cleaner; vacuum; cleaner
2012-0079673,CLEANING APPLIANCE,connected rolling; connected rolling assembly; rolling assembly; chassis; inlet section; rolling; fluid flow separating; flow separating; separating; section,0.1899; 0.1899; 0.1769; 0.1725; 0.1707; 0.1686; 0.1645; 0.1595; 0.1405; 0.1403,cleaning appliance; cleaning; appliance
2012-0079674,CLEANING APPLIANCE,rolling; fluid flow separating; flow separating; rolling assembly; separating; main body; main; fluid flow; fluid; spherical floor engaging,0.2004; 0.1956; 0.1896; 0.1696; 0.1669; 0.1608; 0.1557; 0.1473; 0.1457; 0.1333,cleaning appliance; cleaning; appliance
2012-0079676,CLEANING APPLIANCE,rolling assembly; rolling; appliance substantially; cleaning appliance; support members; maneuvered; center gravity; center; spherical; substantially spherical,0.2788; 0.2658; 0.1768; 0.1712; 0.1710; 0.1663; 0.1624; 0.1624; 0.1624; 0.1624,cleaning appliance; cleaning; appliance
2012-0079677,CLEANING APPLIANCE,chassis; relative chassis; fluid flow separating; pivoting; flow separating; floor engaging; engaging; rolling assembly; duct; rolling,0.2064; 0.1880; 0.1731; 0.1678; 0.1678; 0.1544; 0.1531; 0.1502; 0.1471; 0.1431,cleaning appliance; cleaning; appliance
2012-0081046,CONTROL OF AN ELECTRICAL MACHINE,reference; electrical machine; edges; minimum; zero-crossing; rotor-position; angular position; edge; angular; machine,0.2562; 0.2524; 0.2470; 0.2428; 0.2331; 0.2132; 0.2132; 0.2107; 0.1917; 0.1820,control electrical; electrical machine; electrical; machine; control
2012-0081050,CONTROL OF AN ELECTRICAL MACHINE,electrical machine; rotor-position; edges; machine; electrical; period; time; edge; signal; control electrical machine,0.3172; 0.3047; 0.2290; 0.2286; 0.2194; 0.2110; 0.2014; 0.1953; 0.1883; 0.1799,control electrical; electrical machine; electrical; machine; control
2012-0081064,CONTROL OF AN ELECTRICAL MACHINE,electrical machine; phase winding; supply voltage; phase; machine; electrical; winding; threshold; supply; voltage,0.2877; 0.2306; 0.2287; 0.2174; 0.2074; 0.1990; 0.1796; 0.1683; 0.1566; 0.1460,control electrical; electrical machine; electrical; machine; control
2012-0082561,FAN ASSEMBLY,base body; stand; base; adjoining; flush body; adjoining portions; shaped adjoining; body untilted; adjoining portions outer; shaped adjoining portions,0.1866; 0.1670; 0.1533; 0.1312; 0.1312; 0.1312; 0.1312; 0.1312; 0.1312; 0.1312,fan assembly; fan; assembly
2012-0073078,FILTER ASSEMBLY FOR A VACUUM CLEANING APPLIANCE,coupling; filter; filter assembly; filter housing; filter assembly filter; assembly filter; vacuum cleaning appliance; air flow; duct; vacuum cleaning,0.2370; 0.2309; 0.2262; 0.1903; 0.1873; 0.1698; 0.1485; 0.1438; 0.1423; 0.1364,assembly vacuum; filter assembly; filter; vacuum cleaning; cleaning appliance; cleaning; assembly; vacuum; appliance
2012-0074806,REINFORCED MAGNET,magnet; strength; body increases; embedded within; manufacturing magnet; element; composite; embedded; magnet magnet; speeds,0.3705; 0.2270; 0.2270; 0.2270; 0.2270; 0.2241; 0.2196; 0.2196; 0.2085; 0.2002,reinforced; reinforced magnet; magnet
2012-0057959,FAN,impeller housing; impeller; casing; within casing; motor housing; outlet impeller housing; housing; impeller housing motor; outlet impeller; air outlet impeller,0.2657; 0.1736; 0.1692; 0.1610; 0.1610; 0.1580; 0.1561; 0.1552; 0.1414; 0.1414,fan
2012-0049661,ROTOR CORE ASSEMBLY,magnet end; rotor core assembly; core assembly; magnet; rotor core; magnet sleeve; sleeve; end magnet; magnet end cap; end cap,0.2594; 0.2594; 0.2533; 0.2345; 0.2254; 0.2225; 0.2176; 0.2093; 0.2093; 0.2043,rotor core; core assembly; core; rotor; assembly
2012-0049662,ROTOR FOR AN ELECTRICAL MACHINE,end cap; magnet; shaft; cap; magnet shaft; clearance; fit shaft; bore magnet; adhesive; magnet end,0.1715; 0.1648; 0.1648; 0.1592; 0.1589; 0.1448; 0.1325; 0.1325; 0.1257; 0.1246,rotor electrical; electrical machine; electrical; rotor; machine
2012-0045315,FAN ASSEMBLY,center gravity; center; gravity; support surface; base body; base; stand; fan assembly; assembly center; surface projection center,0.1731; 0.1731; 0.1633; 0.1607; 0.1583; 0.1478; 0.1416; 0.1184; 0.1113; 0.1113,fan assembly; fan; assembly
2012-0045316,FAN ASSEMBLY,center gravity; center; gravity; support surface; base body; base; stand; fan assembly; assembly center; surface projection center,0.1731; 0.1731; 0.1633; 0.1607; 0.1583; 0.1478; 0.1416; 0.1184; 0.1113; 0.1113,fan assembly; fan; assembly
2012-0039705,FAN ASSEMBLY,center gravity; center; gravity; support surface; base body; base; stand; fan assembly; assembly center; surface projection center,0.1731; 0.1731; 0.1633; 0.1607; 0.1583; 0.1478; 0.1416; 0.1184; 0.1113; 0.1113,fan assembly; fan; assembly
2012-0031509,FAN ASSEMBLY,casing air; air flow; external surface; outlet emitting air; air outlet emitting; external; emitting air flow; emitting air; outlet emitting; casing,0.2345; 0.1856; 0.1855; 0.1806; 0.1658; 0.1629; 0.1569; 0.1546; 0.1492; 0.1486,fan assembly; fan; assembly
2012-0033952,FAN ASSEMBLY,flow casing; air flow casing; casing; air flow; outlets; relatively; air outlet emitting; air; air outlets; flow,0.1737; 0.1737; 0.1669; 0.1632; 0.1493; 0.1416; 0.1321; 0.1318; 0.1306; 0.1275,fan assembly; fan; assembly
2012-0034108,FAN ASSEMBLY,casing; casing air; air flow; conveying air flow; channel; conveying air; air; flow; conveying; heater,0.2370; 0.2269; 0.1895; 0.1795; 0.1657; 0.1550; 0.1482; 0.1481; 0.1469; 0.1432,fan assembly; fan; assembly
2012-0011680,VACUUM CLEANING APPLIANCE,energized; dust; particles; agitator assembly; dust particles; agitator; channel; cleaner head; agitator chamber; exhaust,0.2348; 0.2218; 0.2068; 0.2062; 0.2017; 0.2012; 0.1806; 0.1791; 0.1787; 0.1758,vacuum cleaning; cleaning appliance; cleaning; vacuum; appliance
2012-0014806,ROTOR ASSEMBLY,impeller rotor; impeller rotor core; rotor; shaft; rotor assembly; rotor core; core; bore; manufacturing rotor assembly; secured within bore,0.3050; 0.3050; 0.2771; 0.2586; 0.2571; 0.2494; 0.2126; 0.1985; 0.1802; 0.1743,rotor assembly; rotor; assembly
2012-0000029,SURFACE TREATING APPLIANCE,narrow; relatively; wide; frusto-conical; dislodged; dirt; parallel cyclone; arranged parallel cyclone; treating appliance; surface treating appliance,0.3450; 0.3399; 0.3303; 0.3196; 0.2665; 0.1913; 0.1574; 0.1574; 0.1559; 0.1559,treating appliance; surface treating; treating; surface; appliance
2011-0254476,CONTROL OF A BRUSHLESS MOTOR,rectified; rectified voltage; process; winding; freewheeling winding; voltage; freewheeling; brushless motor; period; brushless,0.2409; 0.2409; 0.2060; 0.1986; 0.1843; 0.1830; 0.1725; 0.1507; 0.1497; 0.1373,control brushless; brushless motor; control; brushless; motor
2011-0254480,CONTROL OF A BRUSHLESS MOTOR,conduction; conduction period; rectified; rectified voltage; voltage; alternating voltage; alternating; brushless motor; period; motor,0.1960; 0.1960; 0.1873; 0.1873; 0.1764; 0.1644; 0.1552; 0.1452; 0.1443; 0.1326,control brushless; brushless motor; control; brushless; motor
2011-0254481,CONTROL OF A BRUSHLESS MOTOR,rectified voltage; rectified; voltage; winding; alternating voltage; alternating; brushless motor; brushless; exceeds threshold winding; threshold winding,0.1818; 0.1818; 0.1712; 0.1699; 0.1596; 0.1507; 0.1410; 0.1284; 0.1195; 0.1195,control brushless; brushless motor; control; brushless; motor
2011-0254482,CONTROL OF A BRUSHLESS MOTOR,winding; brushless motor; period; motor; brushless; voltage; exceeds threshold winding; threshold winding; voltage freewheeling; winding current,0.2102; 0.1744; 0.1733; 0.1592; 0.1589; 0.1503; 0.1478; 0.1478; 0.1478; 0.1478,control brushless; brushless motor; control; brushless; motor
2011-0254483,CONTROL OF A BRUSHLESS MOTOR,rectified voltage; rectified; advance; voltage; alternating voltage; alternating; brushless motor; brushless; winding; response zero-crossing,0.1799; 0.1799; 0.1734; 0.1694; 0.1579; 0.1491; 0.1395; 0.1271; 0.1193; 0.1182,control brushless; brushless motor; control; brushless; motor
2011-0254484,CONTROLLER FOR A BRUSHLESS MOTOR,controller brushless motor; controller brushless; electrical half-cycle; half-cycle; processor; motor controller; controller; brushless motor; brushless; signal,0.3025; 0.3025; 0.2811; 0.2757; 0.2709; 0.2525; 0.2213; 0.2179; 0.1985; 0.1933,controller brushless; controller; brushless motor; brushless; motor
2011-0254485,CONTROL OF A BRUSHLESS MOTOR,conduction period; conduction; brushless motor; period; motor; brushless; defined waveform varies; period defined; varies periodically time; defined waveform,0.2308; 0.2308; 0.1710; 0.1699; 0.1561; 0.1557; 0.1449; 0.1449; 0.1449; 0.1449,control brushless; brushless motor; control; brushless; motor
2011-0254486,CONTROL OF A BRUSHLESS MOTOR,advance; alternating voltage; period; advance period; conduction period; conduction; voltage; alternating; rectified; rectified voltage,0.1748; 0.1592; 0.1588; 0.1574; 0.1531; 0.1531; 0.1507; 0.1503; 0.1463; 0.1463,control brushless; brushless motor; control; brushless; motor
2011-0254487,CONTROL OF A BRUSHLESS MOTOR,advance; advance period; brushless motor; period; brushless; defined waveform; period defined; positions advance period; periodically time; period defined waveform,0.2544; 0.2291; 0.1651; 0.1640; 0.1504; 0.1399; 0.1399; 0.1399; 0.1399; 0.1399,control brushless; brushless motor; control; brushless; motor
2011-0254488,CONTROL OF A BRUSHLESS PERMANENT-MAGNET MOTOR,advance; period; advance period; conduction period; conduction; rectified; rectified voltage; brushless permanent-magnet; brushless permanent-magnet motor; excited,0.1835; 0.1668; 0.1653; 0.1608; 0.1608; 0.1536; 0.1536; 0.1481; 0.1481; 0.1457,brushless permanent-magnet; control brushless; permanent-magnet; permanent-magnet motor; control; brushless; motor
2011-0254489,CONTROL OF A BRUSHLESS MOTOR,winding; brushless motor; period; motor; brushless; excitation voltage; period adjusted response; period adjusted; motor speed; excite,0.1871; 0.1765; 0.1754; 0.1612; 0.1608; 0.1496; 0.1496; 0.1496; 0.1496; 0.1496,control brushless; brushless motor; control; brushless; motor
2011-0257791,CONTROLLER FOR A BRUSHLESS MOTOR,timer; processor; compare; outputs; controller brushless motor; controller brushless; starts; generates control; comparator; control signal,0.3547; 0.2792; 0.2602; 0.2499; 0.2212; 0.2212; 0.2212; 0.2151; 0.2151; 0.2100,controller brushless; controller; brushless motor; brushless; motor
2011-0236219,FAN,filter unit; connector; connected casing; casing; filter; removably; connect; unit; outlet connected; portable fan,0.3777; 0.3381; 0.2371; 0.2315; 0.2064; 0.2030; 0.2004; 0.1798; 0.1448; 0.1448,fan
2011-0236228,FAN,filter unit; casing; air flow; mouth; air; impeller; filter; interior passage extending; particulates air; air flow enters,0.2015; 0.1531; 0.1442; 0.1311; 0.1310; 0.1282; 0.1275; 0.1190; 0.1190; 0.1190,fan
2011-0236229,ACCESSORY FOR A FAN,accessory; detachably; base; fan; wall base; fan base; portable fan; base having air; located upstream air; particle,0.3953; 0.2370; 0.1999; 0.1736; 0.1712; 0.1712; 0.1712; 0.1712; 0.1712; 0.1656,accessory; fan
2011-0219566,VACUUM CLEANER ARRANGEMENT,stick-vac; cleaner arrangement; arrangement; upright; convenient; suction unit; stable; elongate suction; vacuum cleaner arrangement; position arrangement,0.3794; 0.2961; 0.2297; 0.2193; 0.1808; 0.1808; 0.1749; 0.1749; 0.1749; 0.1749,cleaner arrangement; arrangement; vacuum cleaner; vacuum; cleaner
2011-0219571,VACUUM CLEANER ARRANGEMENT,stick-vac; cleaner arrangement; arrangement; upright; convenient; suction unit; stable; elongate suction; vacuum cleaner arrangement; position arrangement,0.3794; 0.2961; 0.2297; 0.2193; 0.1808; 0.1808; 0.1749; 0.1749; 0.1749; 0.1749,cleaner arrangement; arrangement; vacuum cleaner; vacuum; cleaner
2011-0223014,FAN ASSEMBLY,impeller housing; outer casing impeller; casing impeller housing; impeller; outer casing; casing impeller; air outlet impeller; outlet impeller; housing; fan assembly,0.2409; 0.1725; 0.1683; 0.1637; 0.1563; 0.1563; 0.1447; 0.1447; 0.1304; 0.1152,fan assembly; fan; assembly
2011-0223015,FAN,created; mouth; bladeless; bladeless fan; fan; air flow; air current; creating air; current bladeless; current bladeless fan,0.1516; 0.1434; 0.1403; 0.1403; 0.1246; 0.1163; 0.1163; 0.1134; 0.1050; 0.1050,fan
2011-0214248,VACUUM CLEANING HEAD,pressure chamber; state; interior volume; pressure; active; volume; configuration control; configuration; vacuum cleaning head; increase,0.2605; 0.2285; 0.2165; 0.2147; 0.1770; 0.1748; 0.1747; 0.1743; 0.1605; 0.1541,cleaning head; vacuum cleaning; head; cleaning; vacuum
2011-0214249,VACUUM CLEANING APPLIANCE,pressure chamber; configuration response; pressure; appliance vacuum cleaning; interior volume; configuration; air pressure; place; suction opening; cleaning appliance vacuum,0.2554; 0.2123; 0.2105; 0.1713; 0.1713; 0.1709; 0.1612; 0.1510; 0.1490; 0.1484,vacuum cleaning; cleaning appliance; cleaning; vacuum; appliance
2011-0214250,HANDLE FOR A WAND OF A VACUUM CLEANING APPLIANCE,valves away; away aperture; valves; valves away aperture; aperture; occludes aperture; handle wand vacuum; wand vacuum cleaning; ambient air conduit; valve occludes aperture,0.1922; 0.1922; 0.1922; 0.1922; 0.1690; 0.1551; 0.1551; 0.1551; 0.1551; 0.1551,handle wand; wand vacuum; handle; wand; vacuum cleaning; cleaning appliance; cleaning; vacuum; appliance
2011-0214252,VACUUM CLEANING HEAD,pressure; response pressure; pressure chamber; section; control mechanism; chamber; vacuum cleaning head; cleaning head; response; state,0.2716; 0.2649; 0.2649; 0.2291; 0.2211; 0.2030; 0.2029; 0.1856; 0.1760; 0.1530,cleaning head; vacuum cleaning; head; cleaning; vacuum
2011-0209447,CYCLONIC SEPARATING APPARATUS,finder; vortex finder; vortex; support structure; structure; support; cyclonic separating; plate; cyclonic; separating,0.4354; 0.4354; 0.4354; 0.3080; 0.2482; 0.2269; 0.2059; 0.1968; 0.1810; 0.1571,cyclonic separating; cyclonic; separating
2011-0164959,FAN,mouth; diffuser; air flow; nozzle; air flow emitted; flow emitted; creating air; surface diffuser; fan bladeless; emitted nozzle extends,0.1608; 0.1526; 0.1427; 0.1407; 0.1291; 0.1291; 0.1272; 0.1177; 0.1177; 0.1177,fan
2011-0146009,BRUSH BAR FOR A SURFACE TREATING APPLIANCE,supporting body; retaining; brush bar; supporting; bar; brush; treating appliance relates; body allows; advantageous; surface treating appliance,0.4183; 0.2831; 0.2753; 0.2746; 0.2685; 0.2570; 0.1745; 0.1745; 0.1745; 0.1729,brush; treating appliance; surface treating; treating; surface; appliance
2011-0110805,FAN,remote control; remote; control circuit; control; air; air outlet; air flow; mouth; circuit; control air,0.1906; 0.1489; 0.1446; 0.1354; 0.1301; 0.1290; 0.1248; 0.1240; 0.1210; 0.1126,fan
2011-0094054,UPRIGHT CLEANING APPLIANCE,upright; wand; constrained; lower part; handle; lower; rigid wand; cleaner flexible hose; connected suction; vacuum cleaner wand,0.2776; 0.2357; 0.2274; 0.2113; 0.1611; 0.1479; 0.1388; 0.1388; 0.1388; 0.1388,upright cleaning; upright; cleaning appliance; cleaning; appliance
2011-0088194,SURFACE TREATING APPLIANCE,supporting position; stand; movement axis; locking; stand supporting position; stand supporting; supporting; position retracted position; position retracted; biasing,0.2303; 0.2236; 0.1804; 0.1728; 0.1697; 0.1697; 0.1677; 0.1622; 0.1622; 0.1494,treating appliance; surface treating; treating; surface; appliance
2011-0088195,SURFACE TREATING APPLIANCE,yoke; connected yoke; wheels; rims; rims wheels; handle support; handle support assembly; support assembly; main body; gap,0.2580; 0.1789; 0.1750; 0.1584; 0.1584; 0.1503; 0.1503; 0.1476; 0.1365; 0.1356,treating appliance; surface treating; treating; surface; appliance
2011-0088196,SURFACE TREATING APPLIANCE,stand; yoke; impact; relative main body; relative main; body stand; main body stand; stand retaining; stand retaining mechanism; retaining,0.2181; 0.1986; 0.1784; 0.1527; 0.1489; 0.1487; 0.1487; 0.1439; 0.1439; 0.1425,treating appliance; surface treating; treating; surface; appliance
2011-0088197,SURFACE TREATING APPLIANCE,valve; section; section receiving; section section; changeover; changeover valve; connects; fan unit; surface treating; receiving fluid,0.2036; 0.2015; 0.1943; 0.1943; 0.1880; 0.1880; 0.1747; 0.1583; 0.1524; 0.1517,treating appliance; surface treating; treating; surface; appliance
2011-0088198,SURFACE TREATING APPLIANCE,yoke stand; yoke; stand; common; surface treating; treating; main body; main; stand pivotable; provide compact,0.2994; 0.2594; 0.2251; 0.1951; 0.1666; 0.1636; 0.1514; 0.1466; 0.1427; 0.1427,treating appliance; surface treating; treating; surface; appliance
2011-0088200,SURFACE TREATING APPLIANCE,stand; supporting position; reclined; upright position; rearwardly; upright; stand retaining; stand retaining mechanism; position main body; position main,0.2114; 0.1739; 0.1737; 0.1716; 0.1695; 0.1645; 0.1441; 0.1441; 0.1441; 0.1441,treating appliance; surface treating; treating; surface; appliance
2011-0088202,SURFACE TREATING APPLIANCE,valve; valve selectively rotatable; selectively rotatable; valve selectively; internal surface; hub; fan unit; profile; surface treating; treating,0.2225; 0.1799; 0.1799; 0.1741; 0.1587; 0.1511; 0.1466; 0.1436; 0.1411; 0.1386,treating appliance; surface treating; treating; surface; appliance
2011-0088205,SURFACE TREATING APPLIANCE,wheels; flow separating; casing; support assembly; separating; overall; casing housing fan; support assembly pair; housing fan unit; unit drawing air,0.1791; 0.1601; 0.1448; 0.1386; 0.1289; 0.1125; 0.1125; 0.1125; 0.1125; 0.1125,treating appliance; surface treating; treating; surface; appliance
2011-0088206,SURFACE TREATING APPLIANCE,yoke; stand; supporting position; upright position; upright; reclined position; position stand; reclined; actuator; spring,0.1779; 0.1755; 0.1701; 0.1679; 0.1673; 0.1603; 0.1559; 0.1559; 0.1431; 0.1413,treating appliance; surface treating; treating; surface; appliance
2011-0088208,SURFACE TREATING APPLIANCE,relative yoke; yoke; deployed position; upright position; towards deployed; rotation head; towards deployed position; deployed; head relative; yoke main body,0.1984; 0.1955; 0.1643; 0.1622; 0.1601; 0.1601; 0.1601; 0.1549; 0.1549; 0.1549,treating appliance; surface treating; treating; surface; appliance
2011-0088210,SURFACE TREATING APPLIANCE,relative yoke; yoke; deployed position; upright position; rotation head; towards deployed position; towards deployed; deployed; yoke main; head relative,0.2014; 0.1985; 0.1669; 0.1647; 0.1625; 0.1625; 0.1625; 0.1573; 0.1572; 0.1572,treating appliance; surface treating; treating; surface; appliance
2011-0088211,SURFACE TREATING APPLIANCE,yoke; wheels; handle support assembly; handle support; connected yoke; support assembly; surface treating; treating; section; pair domed-shaped,0.2656; 0.1747; 0.1707; 0.1707; 0.1639; 0.1352; 0.1282; 0.1259; 0.1108; 0.1098,treating appliance; surface treating; treating; surface; appliance
2011-0088212,SURFACE TREATING APPLIANCE,stand; relative main body; relative main; wheels; handle support; handle support assembly; main body; supporting position; main; surface treating,0.1810; 0.1604; 0.1564; 0.1469; 0.1435; 0.1435; 0.1303; 0.1294; 0.1261; 0.1225,treating appliance; surface treating; treating; surface; appliance
2011-0088213,UPRIGHT CLEANING APPLIANCE,upright; handgrip; handle; abutment; appliance across; axis upright; slipping; cleaning appliance having; maneuvering; handle maneuvering,0.3357; 0.3054; 0.2279; 0.1964; 0.1964; 0.1964; 0.1964; 0.1900; 0.1848; 0.1848,upright cleaning; upright; cleaning appliance; cleaning; appliance
2011-0083289,DOMESTIC APPLIANCE,rotatable axis; angular; axis axis; rotatable; axis; drive mechanism; domestic appliance; direction; domestic; rotating,0.3398; 0.2777; 0.2492; 0.2468; 0.2157; 0.1989; 0.1812; 0.1802; 0.1694; 0.1675,domestic appliance; domestic; appliance
2011-0061351,MULTISTAGE CYCLONIC SEPARATING APPARATUS,collecting chamber; cyclonic separating unit; separating unit; cyclonic separating; collecting; cyclonic; number cyclones; dust; cyclones; separating,0.2512; 0.2426; 0.2327; 0.2305; 0.2158; 0.2026; 0.1940; 0.1848; 0.1763; 0.1759,multistage; multistage cyclonic; cyclonic separating; cyclonic; separating
2011-0058935,FAN,air inlets; creating air; base; inlets; plurality air; creating air flow; creating; air flow; fan assembly; fan,0.2274; 0.1859; 0.1843; 0.1835; 0.1751; 0.1696; 0.1636; 0.1538; 0.1477; 0.1408,fan
2011-0044810,BEARING SUPPORT,grooves; bearing; bore; support; plurality grooves; groove extends; within bearing; formed wall; secured within; prior,0.3577; 0.3564; 0.3390; 0.2388; 0.2184; 0.2184; 0.2113; 0.2113; 0.2055; 0.2005,bearing; support
2011-0016654,DOMESTIC VACUUM CLEANING APPLIANCE COMPRISING A FLEXIBLE HOSE,fabric; domestic vacuum; hose; domestic; flexible hose; layers; vacuum cleaning appliance; flexible; layer; vacuum cleaning,0.3950; 0.3474; 0.3054; 0.2362; 0.2291; 0.2166; 0.1894; 0.1842; 0.1823; 0.1740,hose; domestic; vacuum cleaning; cleaning appliance; cleaning; vacuum; appliance
2011-0016657,SURFACE CLEANING APPLIANCE,hose; length; surface cleaning appliance; hose hose; surface cleaning; extended; retracted; layer; fabric; longer,0.3295; 0.2873; 0.2865; 0.2631; 0.2443; 0.2313; 0.2117; 0.1864; 0.1692; 0.1692,surface cleaning; surface; cleaning appliance; cleaning; appliance
2011-0016659,SURFACE TREATING APPLIANCE,cyclonic cleaning; cyclonic cleaning stage; cleaning stage; stage; stage cyclonic cleaning; cleaning stage cyclonic; stage cyclonic; electrostatic filter; particles; electrostatic,0.2376; 0.2376; 0.2376; 0.1911; 0.1779; 0.1779; 0.1721; 0.1634; 0.1569; 0.1542,treating appliance; surface treating; treating; surface; appliance
2011-0016660,SEPARATING APPARATUS,electrostatic filter; electrostatic; separating cyclonic cleaning; cleaning stage; cyclonic cleaning; cyclonic cleaning stage; filter located; separating; particles; separating cyclonic,0.2228; 0.2102; 0.1726; 0.1696; 0.1696; 0.1696; 0.1621; 0.1549; 0.1392; 0.1373,separating
2011-0016661,SEPARATING APPARATUS,air passage; electrostatic filter; electrostatic; separating cyclonic cleaning; cleaning stage; cyclonic cleaning stage; cyclonic cleaning; separating; particles; separating cyclonic,0.2262; 0.2208; 0.2083; 0.1710; 0.1680; 0.1680; 0.1680; 0.1535; 0.1379; 0.1361,separating
2011-0016662,FILTER,electrostatic filter; filter medium; electrostatic; medium; filter; relates; length filter; filter vacuum cleaner; filter vacuum; potential,0.3346; 0.3275; 0.3156; 0.3059; 0.2492; 0.1790; 0.1526; 0.1526; 0.1526; 0.1526,filter
2011-0016663,FILTER,electrostatic filter; electrostatic; filter medium; filter; medium; relates; potential; filter vacuum cleaner; filter vacuum; across filter,0.3680; 0.3472; 0.2556; 0.2526; 0.2388; 0.1969; 0.1679; 0.1679; 0.1679; 0.1625,filter
2011-0010886,SURFACE TREATING HEAD,surface treated; brush unit; valve; treated; surface engaging; relative main body; relative main; drive mechanism; surface treating head; treating head,0.1951; 0.1888; 0.1870; 0.1721; 0.1721; 0.1616; 0.1576; 0.1557; 0.1398; 0.1398,treating head; surface treating; treating; surface; head
2011-0010889,SURFACE TREATING HEAD,treating head; surface treating head; floor surfaces; brush unit; suction channels; channels; suction channel; suction cavity; suction; surface treating,0.1838; 0.1838; 0.1761; 0.1761; 0.1761; 0.1672; 0.1672; 0.1605; 0.1537; 0.1428,treating head; surface treating; treating; surface; head
2011-0010890,SURFACE TREATING HEAD,air duct; brush unit; suction channels; channels; main body suction; body suction; surface treating head; treating head; brush; working,0.2286; 0.2124; 0.2124; 0.2017; 0.2017; 0.1902; 0.1573; 0.1573; 0.1541; 0.1502,treating head; surface treating; treating; surface; head
